row_idx,annotation,score,semantic_rank,status,is_amr,category,confidence,evidence_terms,reason,error_message,retry_count,completed_at,updated_at
36594,hypothetical protein CCNA_01377,0.10046406090259552,36595,completed,,unknown,,[],,,0,2026-04-17T06:12:03.695Z,2026-04-17T06:12:03.695Z
36595,chaperone protein ClpB,0.10046182572841644,36596,completed,,unknown,,[],,,0,2026-04-17T06:12:04.093Z,2026-04-17T06:12:04.093Z
36596,P2 phage tail completion protein R,0.10045994073152542,36597,completed,,unknown,,[],,,0,2026-04-17T06:12:04.455Z,2026-04-17T06:12:04.455Z
36597,MULTISPECIES: 23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,0.10045875608921051,36598,completed,,antibiotic_resistance,,[],,,0,2026-04-17T06:12:04.869Z,2026-04-17T06:12:04.869Z
36598,"malonate decarboxylase holo-ACP synthase, partial",0.10045824944972992,36599,completed,,unknown,,[],,,0,2026-04-17T06:12:05.240Z,2026-04-17T06:12:05.240Z
36599,"guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",0.10045821219682693,36600,completed,,unknown,,[],,,0,2026-04-17T06:12:05.624Z,2026-04-17T06:12:05.624Z
36600,MULTISPECIES: curved DNA-binding protein,0.10045769810676575,36601,completed,,unknown,,[],,,0,2026-04-17T06:12:06.030Z,2026-04-17T06:12:06.030Z
36601,tetratricopeptide repeat-containing 2OG-Fe(II) oxygenase,0.10045619308948517,36602,completed,,unknown,,[],,,0,2026-04-17T06:12:06.387Z,2026-04-17T06:12:06.387Z
36602,acetyl esterase Axe7A,0.10045336186885834,36603,completed,,unknown,,[],,,0,2026-04-17T06:12:06.810Z,2026-04-17T06:12:06.810Z
36603,MULTISPECIES: response regulator transcription factor FsrA,0.10045306384563446,36604,completed,,unknown,,[],,,0,2026-04-17T06:12:07.173Z,2026-04-17T06:12:07.173Z
36604,membrane-associated Zn-dependent protease 1,0.10045302659273148,36605,completed,,unknown,,[],,,0,2026-04-17T06:12:07.556Z,2026-04-17T06:12:07.556Z
36605,"2,3-diaminopropionate biosynthesis protein SbnB",0.10045225918292999,36606,completed,,non_amr_antibiotic_biosynthesis,,[],,,0,2026-04-17T06:12:08.002Z,2026-04-17T06:12:08.002Z
36606,hypothetical protein CCNA_01371,0.10044924914836884,36607,completed,,unknown,,[],,,0,2026-04-17T06:12:08.367Z,2026-04-17T06:12:08.367Z
36607,site-specific tyrosine recombinase for chromosome partitioning,0.10044893622398376,36608,completed,,unknown,,[],,,0,2026-04-17T06:12:08.738Z,2026-04-17T06:12:08.738Z
36608,DNA processing chain A,0.10044890642166138,36609,completed,,unknown,,[],,,0,2026-04-17T06:12:09.122Z,2026-04-17T06:12:09.122Z
36609,hypothetical protein Rv1228a,0.10044603794813156,36610,completed,,unknown,,[],,,0,2026-04-17T06:12:12.365Z,2026-04-17T06:12:12.365Z
36610,relaxasome subunit MobC,0.10043807327747345,36611,completed,,unknown,,[],,,0,2026-04-17T06:12:12.725Z,2026-04-17T06:12:12.725Z
36611,uracil-DNA glycosylase,0.10043655335903168,36612,completed,,unknown,,[],,,0,2026-04-17T06:12:13.088Z,2026-04-17T06:12:13.088Z
36612,conjugative transposon protein TraM,0.10043558478355408,36613,completed,,unknown,,[],,,0,2026-04-17T06:12:13.507Z,2026-04-17T06:12:13.507Z
36613,"succinyl-CoA synthetase, beta subunit",0.1004353016614914,36614,completed,,unknown,,[],,,0,2026-04-17T06:12:13.867Z,2026-04-17T06:12:13.867Z
36614,MULTISPECIES: amino acid ABC transporter,0.1004350483417511,36615,completed,,non_amr_transport,,[],,,0,2026-04-17T06:12:14.231Z,2026-04-17T06:12:14.231Z
36615,ligase-associated DNA damage response exonuclease,0.10043469816446304,36616,completed,,unknown,,[],,,0,2026-04-17T06:12:14.629Z,2026-04-17T06:12:14.629Z
36616,MULTISPECIES: pyrroloquinoline quinone biosynthesis peptide chaperone PqqD,0.1004336029291153,36617,completed,,non_amr_antibiotic_biosynthesis,,[],,,0,2026-04-17T06:12:14.990Z,2026-04-17T06:12:14.990Z
36617,hypothetical protein CBU_0312a,0.10043258965015411,36618,completed,,unknown,,[],,,0,2026-04-17T06:12:15.377Z,2026-04-17T06:12:15.377Z
36618,"methyltransferase RsmF C-terminal domain-like protein, partial",0.10043200850486755,36619,completed,,unknown,,[],,,0,2026-04-17T06:12:15.743Z,2026-04-17T06:12:15.743Z
36619,sigma cross-reacting protein 27A,0.10042975842952728,36620,completed,,unknown,,[],,,0,2026-04-17T06:12:16.194Z,2026-04-17T06:12:16.194Z
36620,sugar ABC transporter ATPase-like protein,0.10042859613895416,36621,completed,,non_amr_transport,,[],,,0,2026-04-17T06:12:16.553Z,2026-04-17T06:12:16.553Z
36621,TlpA family protein disulfide reductase,0.10042843967676163,36622,completed,,unknown,,[],,,0,2026-04-17T06:12:16.910Z,2026-04-17T06:12:16.910Z
36622,NADPH-nitrite reductase large subunit,0.10042805969715118,36623,completed,,unknown,,[],,,0,2026-04-17T06:12:17.279Z,2026-04-17T06:12:17.279Z
36623,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,0.10042732208967209,36624,completed,,unknown,,[],,,0,2026-04-17T06:12:17.657Z,2026-04-17T06:12:17.657Z
36624,"MULTISPECIES: alanine dehydrogenase, partial",0.10042509436607361,36625,completed,,unknown,,[],,,0,2026-04-17T06:12:20.643Z,2026-04-17T06:12:20.643Z
36625,lipid A ABC transporter ATP-binding protein/permease MsbA,0.10042313486337662,36626,completed,,non_amr_transport,,[],,,0,2026-04-17T06:12:21.046Z,2026-04-17T06:12:21.046Z
36626,NAD-dependent succinate-semialdehyde dehydrogenase,0.10041574388742447,36627,completed,,unknown,,[],,,0,2026-04-17T06:12:21.391Z,2026-04-17T06:12:21.391Z
36627,"spike base protein, RCAP_Rcc01079 family",0.10041537880897522,36628,completed,,unknown,,[],,,0,2026-04-17T06:12:21.761Z,2026-04-17T06:12:21.761Z
36628,hypothetical protein CBU_1802,0.10041533410549164,36629,completed,,unknown,,[],,,0,2026-04-17T06:12:22.115Z,2026-04-17T06:12:22.115Z
36629,beta-channel forming cytolysin CytK2,0.10041368007659912,36630,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:12:22.476Z,2026-04-17T06:12:22.476Z
36630,hypothetical protein SF0923,0.10041040927171707,36631,completed,,unknown,,[],,,0,2026-04-17T06:12:22.870Z,2026-04-17T06:12:22.870Z
36631,MULTISPECIES: anhydro-N-acetylmuramic acid kinase AnmK,0.10041037201881409,36632,completed,,unknown,,[],,,0,2026-04-17T06:12:23.233Z,2026-04-17T06:12:23.233Z
36632,hypothetical protein Cj0418c,0.10041028261184692,36633,completed,,unknown,,[],,,0,2026-04-17T06:12:23.635Z,2026-04-17T06:12:23.635Z
36633,RTX toxin T1SS ABC transporter adaptor subunit ApxID,0.10041023790836334,36634,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:12:23.993Z,2026-04-17T06:12:23.993Z
36634,MULTISPECIES: BREX system ATP-binding protein BrxD,0.10040882974863052,36635,completed,,unknown,,[],,,0,2026-04-17T06:12:24.368Z,2026-04-17T06:12:24.368Z
36635,hypothetical protein PA5123,0.10040741413831711,36636,completed,,unknown,,[],,,0,2026-04-17T06:12:24.757Z,2026-04-17T06:12:24.757Z
36636,CyaA/EF/ExoY family adenylyl cyclase toxin,0.10040732473134995,36637,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:12:25.122Z,2026-04-17T06:12:25.123Z
36637,"AfsR family transcriptional regulator, partial",0.10040618479251862,36638,completed,,unknown,,[],,,0,2026-04-17T06:12:25.480Z,2026-04-17T06:12:25.480Z
36638,34 kDa antigenic family protein,0.10040535032749176,36639,completed,,unknown,,[],,,0,2026-04-17T06:12:25.839Z,2026-04-17T06:12:25.839Z
36639,FmdC precursor,0.10040232539176941,36640,completed,,unknown,,[],,,0,2026-04-17T06:12:29.070Z,2026-04-17T06:12:29.070Z
36640,NlpC/P60 family peptidoglycan endopeptidase RipB,0.10040146112442017,36641,completed,,unknown,,[],,,0,2026-04-17T06:12:29.436Z,2026-04-17T06:12:29.436Z
36641,CidB/LrgB family autolysis modulator,0.10039989650249481,36642,completed,,unknown,,[],,,0,2026-04-17T06:12:29.839Z,2026-04-17T06:12:29.839Z
36642,putative aminoacrylate hydrolase RutD,0.10039840638637543,36643,completed,,unknown,,[],,,0,2026-04-17T06:12:30.206Z,2026-04-17T06:12:30.206Z
36643,putative copper-transporting ATPase,0.10039821267127991,36644,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T06:12:30.571Z,2026-04-17T06:12:30.571Z
36644,tetrahydrodipicolinate N-succinyltransferase N-terminal domain-containing protein,0.10039755702018738,36645,completed,,unknown,,[],,,0,2026-04-17T06:12:30.963Z,2026-04-17T06:12:30.963Z
36645,hypothetical protein PA1064,0.10039645433425903,36646,completed,,unknown,,[],,,0,2026-04-17T06:12:31.328Z,2026-04-17T06:12:31.328Z
36646,MULTISPECIES: linear gramicidin aldoreductase LgrE,0.10039384663105011,36647,completed,,antibiotic_resistance,,[],,,0,2026-04-17T06:12:31.728Z,2026-04-17T06:12:31.728Z
36647,MULTISPECIES: endonuclease MutS2,0.10039377212524414,36648,completed,,unknown,,[],,,0,2026-04-17T06:12:32.092Z,2026-04-17T06:12:32.092Z
36648,MULTISPECIES: type I Wadjet antiplasmid transformation system protein JetA,0.10039371252059937,36649,completed,,unknown,,[],,,0,2026-04-17T06:12:32.458Z,2026-04-17T06:12:32.458Z
36649,MULTISPECIES: NrtR DNA-binding winged helix domain-containing protein,0.10039189457893372,36650,completed,,unknown,,[],,,0,2026-04-17T06:12:32.854Z,2026-04-17T06:12:32.854Z
36650,MULTISPECIES: multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR,0.10039128363132477,36651,completed,,unknown,,[],,,0,2026-04-17T06:12:33.222Z,2026-04-17T06:12:33.222Z
36651,"MULTISPECIES: type I secretion C-terminal target domain-containing protein, partial",0.10039060562849045,36652,completed,,non_amr_transport,,[],,,0,2026-04-17T06:12:33.651Z,2026-04-17T06:12:33.652Z
36652,hypothetical protein PA0112,0.10039004683494568,36653,completed,,unknown,,[],,,0,2026-04-17T06:12:35.444Z,2026-04-17T06:12:35.444Z
36653,"signal recognition particle protein, partial",0.10038985311985016,36654,completed,,unknown,,[],,,0,2026-04-17T06:12:35.826Z,2026-04-17T06:12:35.826Z
36654,hypothetical protein CCNA_03902,0.10038968920707703,36655,completed,,unknown,,[],,,0,2026-04-17T06:12:39.134Z,2026-04-17T06:12:39.134Z
36655,sporulation stage IV protein A,0.10038679838180542,36656,completed,,unknown,,[],,,0,2026-04-17T06:12:39.502Z,2026-04-17T06:12:39.502Z
36656,MULTISPECIES: sulfate reduction electron transfer complex DsrMKJOP subunit DsrJ,0.10038276761770248,36657,completed,,unknown,,[],,,0,2026-04-17T06:12:39.896Z,2026-04-17T06:12:39.896Z
36657,endonuclease domain-containing protein,0.10038252174854279,36658,completed,,unknown,,[],,,0,2026-04-17T06:12:40.247Z,2026-04-17T06:12:40.247Z
36658,relaxase domain-containing protein,0.10038117319345474,36659,completed,,unknown,,[],,,0,2026-04-17T06:12:40.626Z,2026-04-17T06:12:40.626Z
36659,MULTISPECIES: nitrate regulatory protein NasR,0.10038088262081146,36660,completed,,unknown,,[],,,0,2026-04-17T06:12:41.015Z,2026-04-17T06:12:41.015Z
36660,succinyl-CoA synthetase (beta subunit),0.10037888586521149,36661,completed,,unknown,,[],,,0,2026-04-17T06:12:41.381Z,2026-04-17T06:12:41.381Z
36661,cyd operon protein YbgT,0.10037669539451599,36662,completed,,unknown,,[],,,0,2026-04-17T06:12:41.736Z,2026-04-17T06:12:41.736Z
36662,"conjugal transfer protein TraA, partial",0.10037311166524887,36663,completed,,unknown,,[],,,0,2026-04-17T06:12:42.090Z,2026-04-17T06:12:42.090Z
36663,MULTISPECIES: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase,0.10037295520305634,36664,completed,,unknown,,[],,,0,2026-04-17T06:12:42.473Z,2026-04-17T06:12:42.473Z
36664,"acetyl-CoA acetyltransferase, partial",0.1003703773021698,36665,completed,,unknown,,[],,,0,2026-04-17T06:12:42.821Z,2026-04-17T06:12:42.821Z
36665,ATP synthase B/B' CF family protein,0.10036823153495789,36666,completed,,unknown,,[],,,0,2026-04-17T06:12:43.217Z,2026-04-17T06:12:43.217Z
36666,MULTISPECIES: zinc/iron-chelating domain-containing protein,0.10036584734916687,36667,completed,,unknown,,[],,,0,2026-04-17T06:12:43.566Z,2026-04-17T06:12:43.566Z
36667,cold shock-like protein,0.10036449879407883,36668,completed,,unknown,,[],,,0,2026-04-17T06:12:43.934Z,2026-04-17T06:12:43.934Z
36668,O-acetylhomoserine aminocarboxypropyltransferase,0.10036257654428482,36669,completed,,unknown,,[],,,0,2026-04-17T06:12:44.318Z,2026-04-17T06:12:44.318Z
36669,hypothetical protein PA4060,0.10036145150661469,36670,completed,,unknown,,[],,,0,2026-04-17T06:12:47.771Z,2026-04-17T06:12:47.771Z
36670,hypothetical protein CCNA_03789,0.10035939514636993,36671,completed,,unknown,,[],,,0,2026-04-17T06:12:48.133Z,2026-04-17T06:12:48.133Z
36671,FeoC like transcriptional regulator,0.10035904496908188,36672,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T06:12:48.480Z,2026-04-17T06:12:48.480Z
36672,hypothetical protein Rv1262c,0.10035490989685059,36673,completed,,unknown,,[],,,0,2026-04-17T06:12:48.876Z,2026-04-17T06:12:48.876Z
36673,hypothetical protein SF0263,0.10035379230976105,36674,completed,,unknown,,[],,,0,2026-04-17T06:12:49.226Z,2026-04-17T06:12:49.226Z
36674,hypothetical protein CCNA_03929,0.10035347938537598,36675,completed,,unknown,,[],,,0,2026-04-17T06:12:49.622Z,2026-04-17T06:12:49.622Z
36675,"metal (zinc) transport protein (ABC transporter, permease)",0.10035299509763718,36676,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T06:12:49.986Z,2026-04-17T06:12:49.986Z
36676,dimerization/docking domain-containing protein,0.10035238415002823,36677,completed,,unknown,,[],,,0,2026-04-17T06:12:50.348Z,2026-04-17T06:12:50.348Z
36677,"MULTISPECIES: curlin associated precursor, CsgA like",0.10035180300474167,36678,completed,,unknown,,[],,,0,2026-04-17T06:12:50.727Z,2026-04-17T06:12:50.727Z
36678,NAD(P)-dependent alcohol dehydrogenase,0.10035109519958496,36679,completed,,unknown,,[],,,0,2026-04-17T06:12:51.087Z,2026-04-17T06:12:51.087Z
36679,MULTISPECIES: outer membrane protein transport protein,0.10034456849098206,36680,completed,,non_amr_transport,,[],,,0,2026-04-17T06:12:51.438Z,2026-04-17T06:12:51.438Z
36680,MULTISPECIES: RedY-like protein,0.10034270584583282,36681,completed,,unknown,,[],,,0,2026-04-17T06:12:51.793Z,2026-04-17T06:12:51.793Z
36681,heat shock protein DnaJ,0.10034269094467163,36682,completed,,unknown,,[],,,0,2026-04-17T06:12:52.184Z,2026-04-17T06:12:52.184Z
36682,AVAST type 1 anti-phage system protein Avs1c,0.10034112632274628,36683,completed,,unknown,,[],,,0,2026-04-17T06:12:52.535Z,2026-04-17T06:12:52.535Z
36683,"homoserine O-acetyltransferase MetX, partial",0.10034087300300598,36684,completed,,unknown,,[],,,0,2026-04-17T06:12:52.933Z,2026-04-17T06:12:52.933Z
36684,PhzF family phenazine biosynthesis isomerase,0.10033480823040009,36685,completed,,non_amr_antibiotic_biosynthesis,,[],,,0,2026-04-17T06:12:56.237Z,2026-04-17T06:12:56.237Z
36685,putative Zn-dependent protease with chaperone function,0.10033438354730606,36686,completed,,unknown,,[],,,0,2026-04-17T06:12:56.620Z,2026-04-17T06:12:56.620Z
36686,putative ribulose-phosphate 3-epimerase,0.10033368319272995,36687,completed,,unknown,,[],,,0,2026-04-17T06:12:57.012Z,2026-04-17T06:12:57.012Z
36687,"protocatechuate 3,4-dioxygenase alpha chain",0.10033266246318817,36688,completed,,unknown,,[],,,0,2026-04-17T06:12:57.385Z,2026-04-17T06:12:57.385Z
36688,conjugal transfer protein TraP,0.10033215582370758,36689,completed,,non_amr_transport,,[],,,0,2026-04-17T06:12:57.746Z,2026-04-17T06:12:57.746Z
36689,MULTISPECIES: ARPP-1 family domain-containing protein,0.10033144801855087,36690,completed,,unknown,,[],,,0,2026-04-17T06:12:58.109Z,2026-04-17T06:12:58.109Z
36690,MULTISPECIES: conjugal transfer protein TraE,0.100330650806427,36691,completed,,non_amr_transport,,[],,,0,2026-04-17T06:12:58.500Z,2026-04-17T06:12:58.500Z
36691,bifunctional chorismate mutase/prephenate dehydrogenase,0.10032882541418076,36692,completed,,unknown,,[],,,0,2026-04-17T06:12:58.861Z,2026-04-17T06:12:58.861Z
36692,NADH-dependent oxidoreductase,0.10032879561185837,36693,completed,,unknown,,[],,,0,2026-04-17T06:12:59.259Z,2026-04-17T06:12:59.259Z
36693,MULTISPECIES: T9SS-dependent choice-of-anchor J family protein,0.10032644122838974,36694,completed,,unknown,,[],,,0,2026-04-17T06:12:59.627Z,2026-04-17T06:12:59.627Z
36694,glycosaminoglycan attachment site,0.10032260417938232,36695,completed,,unknown,,[],,,0,2026-04-17T06:12:59.998Z,2026-04-17T06:12:59.998Z
36695,SemD/SinC family type III secretion system effector,0.10032209753990173,36696,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:13:00.394Z,2026-04-17T06:13:00.394Z
36696,23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr,0.10032086074352264,36697,completed,,antibiotic_resistance,,[],,,0,2026-04-17T06:13:00.764Z,2026-04-17T06:13:00.764Z
36697,hypothetical protein CCNA_00992,0.10032063722610474,36698,completed,,unknown,,[],,,0,2026-04-17T06:13:01.122Z,2026-04-17T06:13:01.122Z
36698,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit S,0.10031925141811371,36699,completed,,unknown,,[],,,0,2026-04-17T06:13:01.486Z,2026-04-17T06:13:01.486Z
36699,ribonuclease VapC19,0.10031858086585999,36700,completed,,unknown,,[],,,0,2026-04-17T06:13:06.145Z,2026-04-17T06:13:06.145Z
36700,sensor histidine kinase EmbS,0.10031571984291077,36701,completed,,unknown,,[],,,0,2026-04-17T06:13:06.533Z,2026-04-17T06:13:06.533Z
36701,trimethylamine N-oxide reductase system protein TorE,0.10031409561634064,36702,completed,,unknown,,[],,,0,2026-04-17T06:13:06.953Z,2026-04-17T06:13:06.953Z
36702,MULTISPECIES: transcriptional regulator NrdR,0.10031363368034363,36703,completed,,unknown,,[],,,0,2026-04-17T06:13:07.335Z,2026-04-17T06:13:07.335Z
36703,MULTISPECIES: Bcr/CflA family multidrug efflux MFS transporter,0.10031251609325409,36704,completed,,antibiotic_resistance,,[],,,0,2026-04-17T06:13:09.169Z,2026-04-17T06:13:09.169Z
36704,putative transcriptional regulator (TetR family),0.10031050443649292,36705,completed,,unknown,,[],,,0,2026-04-17T06:13:09.620Z,2026-04-17T06:13:09.620Z
36705,MULTISPECIES: anaerobic carbon-monoxide dehydrogenase catalytic subunit,0.10031028091907501,36706,completed,,unknown,,[],,,0,2026-04-17T06:13:10.119Z,2026-04-17T06:13:10.119Z
36706,MULTISPECIES: type VII secretion protein EsxR,0.10031002759933472,36707,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:13:10.502Z,2026-04-17T06:13:10.502Z
36707,dihydro-orotase,0.10030970722436905,36708,completed,,unknown,,[],,,0,2026-04-17T06:13:10.884Z,2026-04-17T06:13:10.884Z
36708,paraquat-inducible protein A (part 2),0.10030927509069443,36709,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T06:13:11.315Z,2026-04-17T06:13:11.315Z
36709,type I-B CRISPR-associated endonuclease Cas1b,0.10030776262283325,36710,completed,,unknown,,[],,,0,2026-04-17T06:13:11.815Z,2026-04-17T06:13:11.815Z
36710,"respiratory chain complex I subunit 1 family protein, partial",0.10030270367860794,36711,completed,,unknown,,[],,,0,2026-04-17T06:13:12.228Z,2026-04-17T06:13:12.228Z
36711,30S ribosomal protein THX,0.10030266642570496,36712,completed,,unknown,,[],,,0,2026-04-17T06:13:12.623Z,2026-04-17T06:13:12.623Z
36712,MULTISPECIES: protein TraD,0.10030226409435272,36713,completed,,unknown,,[],,,0,2026-04-17T06:13:13.042Z,2026-04-17T06:13:13.042Z
36713,hypothetical protein PA1669,0.10029573738574982,36714,completed,,unknown,,[],,,0,2026-04-17T06:13:13.423Z,2026-04-17T06:13:13.423Z
36714,MULTISPECIES: NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,0.10029549896717072,36715,completed,,unknown,,[],,,0,2026-04-17T06:13:17.277Z,2026-04-17T06:13:17.277Z
36715,pre-mRNA-splicing factor CWC26,0.10029293596744537,36716,completed,,unknown,,[],,,0,2026-04-17T06:13:17.637Z,2026-04-17T06:13:17.637Z
36716,insertion sequence element IS1557 transposase,0.10029260814189911,36717,completed,,unknown,,[],,,0,2026-04-17T06:13:18.019Z,2026-04-17T06:13:18.019Z
36717,MULTISPECIES: two-component system sensor histidine kinase SapS,0.10029125958681107,36718,completed,,unknown,,[],,,0,2026-04-17T06:13:18.371Z,2026-04-17T06:13:18.371Z
36718,hypothetical protein PA1875,0.10028837621212006,36719,completed,,unknown,,[],,,0,2026-04-17T06:13:18.731Z,2026-04-17T06:13:18.731Z
36719,aspartate/prephenate aminotransferase,0.1002882868051529,36720,completed,,unknown,,[],,,0,2026-04-17T06:13:19.111Z,2026-04-17T06:13:19.111Z
36720,"choice-of-anchor D domain-containing protein, partial",0.10028764605522156,36721,completed,,unknown,,[],,,0,2026-04-17T06:13:19.467Z,2026-04-17T06:13:19.467Z
