annotation,is_amr,category,confidence,evidence_terms,reason,row_idx
"cobalt-precorrin-7 (C(5))-methyltransferase, partial",,non_amr_metal_resistance,,,,40293
MULTISPECIES: peptidase inhibitor,,unknown,,,,40294
MULTISPECIES: putative monovalent cation/H+ antiporter subunit A,,non_amr_transport,,,,40295
hypothetical protein CBU_0425,,unknown,,,,40296
MULTISPECIES: small protein YadW,,unknown,,,,40297
succinoglycan biosynthesis protein ExoV,,unknown,,,,40298
"putative iron transport protein (ABC superfamily, membrane)",,non_amr_transport,,,,40299
cyanobactin maturation protease PatG family protein,,unknown,,,,40300
chito-oligosaccharide deacetylase,,unknown,,,,40301
hypothetical protein SF1115,,unknown,,,,40302
MULTISPECIES: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(30),,antibiotic_resistance,,,,40303
small membrane protein YldA,,unknown,,,,40304
ribosomal-protein-S18-alanine N-acetyltransferase,,unknown,,,,40305
mannitol dehydrogenase domain-containing protein,,unknown,,,,40306
aromatic acid decarboxylase,,unknown,,,,40307
hypothetical protein lmo0623,,unknown,,,,40308
"mismatch-specific DNA-glycosylase, partial",,unknown,,,,40309
hypothetical protein CCNA_03119,,unknown,,,,40310
PepSY-associated transmembrane protein,,unknown,,,,40311
MSHA biogenesis protein MshP,,non_amr_virulence,,,,40312
type II secretion system protein D,,non_amr_virulence,,,,40313
hypothetical protein CCNA_03970,,unknown,,,,40314
hypothetical protein ECs_4599,,unknown,,,,40315
"ribonucleoside-diphosphate reductase 1, beta subunit",,unknown,,,,40316
"molybdate ABC transporter permease subunit, partial",,non_amr_transport,,,,40317
hypothetical protein PA0116,,unknown,,,,40318
high-affinity iron transporter,,non_amr_transport,,,,40319
hypothetical protein CCNA_03972,,unknown,,,,40320
3-sulfopropionylcysteine synthase XcbD,,unknown,,,,40321
MULTISPECIES: GntR family transcriptional regulator AgkR,,unknown,,,,40322
MULTISPECIES: putative Na+/H+ antiporter,,non_amr_transport,,,,40323
alpha-fetoprotein enhancer-binding protein,,unknown,,,,40324
hypothetical protein CBU_1180,,unknown,,,,40325
putrescine ABC transporter membrane subunit PotH,,non_amr_transport,,,,40326
putrescine ABC transporter membrane subunit PotI,,non_amr_transport,,,,40327
hypothetical protein CCNA_00906,,unknown,,,,40328
beta propeller repeat protein,,unknown,,,,40329
methylmalonyl-CoA mutase beta subunit,,unknown,,,,40330
acylphosphate:glycerol-3-phosphate O-acyltransferase,,unknown,,,,40331
putative glycerol dehydrogenase,,unknown,,,,40332
"Hpt domain-containing response regulator, partial",,unknown,,,,40333
carbohydrate-binding protein CbpC,,unknown,,,,40334
BtaManbiosPhlase,,non_amr_antibiotic_biosynthesis,,,,40335
hypothetical protein ECs_3356,,unknown,,,,40336
small membrane protein YohP,,unknown,,,,40337
hypothetical protein CCNA_03975,,unknown,,,,40338
ABC-type tripartite efflux pump ATP binding/membrane subunit,,non_amr_transport,,,,40339
MULTISPECIES: Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit CusB,,non_amr_metal_resistance,,,,40340
transcriptional regulator FevR,,unknown,,,,40341
mannitol-1-phosphate 5-dehydrogenase,,unknown,,,,40342
"glutaredoxin domain-containing protein, partial",,unknown,,,,40343
hypothetical protein SAOUHSC_00591,,unknown,,,,40344
ribonuclease VapC7,,unknown,,,,40345
"nicotinate-nucleotide pyrophosphorylase, partial",,unknown,,,,40346
type III secretion chaperone,,non_amr_virulence,,,,40347
hypothetical protein PA2633,,unknown,,,,40348
polyamine N-acetyltransferase,,unknown,,,,40349
phage terminase small subunit P27 family,,unknown,,,,40350
CRISPR-associated protein Csx10,,unknown,,,,40351
Conserved protein,,unknown,,,,40352
ATPase,,unknown,,,,40353
sugar metabolism protein,,unknown,,,,40354
MULTISPECIES: rubredoxin reductase RubB,,unknown,,,,40355
MULTISPECIES: flexirubin biosynthesis protein DarG,,non_amr_antibiotic_biosynthesis,,,,40356
translation initiation factor IF-5A,,unknown,,,,40357
lysine decarboxylase,,unknown,,,,40358
MULTISPECIES: SF-assemblin family protein,,unknown,,,,40359
pyruvate ferredoxin oxidoreductase subunit alpha,,unknown,,,,40360
"ArpU family transcriptional regulator, partial",,unknown,,,,40361
peroxisomal biogenesis factor 3,,unknown,,,,40362
hypothetical protein PA1849,,unknown,,,,40363
MULTISPECIES: electron transport complex subunit RsxA,,unknown,,,,40364
hypothetical protein KPHS_50860,,unknown,,,,40365
putative transcriptional regulator (DeoR family),,unknown,,,,40366
"phosphate regulon sensor histidine kinase PhoR, partial",,unknown,,,,40367
MULTISPECIES: ArsB/NhaD family transporter,,non_amr_transport,,,,40368
MULTISPECIES: pyrophosphatase PpaX,,unknown,,,,40369
SspB family protein,,unknown,,,,40370
protocatechuate dioxygenase,,unknown,,,,40371
alanine exporter,,non_amr_transport,,,,40372
hypothetical protein PA0060,,unknown,,,,40373
hypothetical protein PA2660,,unknown,,,,40374
putative stress-associated peptidase; putative general secretion pathway protein; phage SPbeta,,unknown,,,,40375
MULTISPECIES: kappa-carrageenase,,unknown,,,,40376
alanine--glyoxylate aminotransferase family protein,,unknown,,,,40377
ribonuclease VapC5,,unknown,,,,40378
two-component system sensor histidine kinase PdhS1,,unknown,,,,40379
MULTISPECIES: phosphoadenosine phosphosulfate reductase family protein,,unknown,,,,40380
nicotinamidase,,unknown,,,,40381
MULTISPECIES: Zn-dependent alcohol dehydrogenase,,unknown,,,,40382
hypothetical protein CCNA_03948,,unknown,,,,40383
ECP production pilus chaperone,,non_amr_virulence,,,,40384
MULTISPECIES: nucleotide excision repair endonuclease,,unknown,,,,40385
histidine/lysine/arginine/ornithine transporter subunit,,non_amr_transport,,,,40386
hypothetical protein PA4634,,unknown,,,,40387
MULTISPECIES: cyclic di-AMP binding protein CbpA,,unknown,,,,40388
hypothetical protein CCNA_01201,,unknown,,,,40389
"Bcr/CflA family multidrug efflux MFS transporter, partial",,antibiotic_resistance,,,,40390
MULTISPECIES: purine ribonucleoside efflux pump NepI,,non_amr_transport,,,,40391
hypothetical protein PA1672,,unknown,,,,40392
type II secretion pathway protein D,,non_amr_transport,,,,40393
nitrogenase subunit NifH,,unknown,,,,40394
Na(+)/H(+) antiporter subunit D,,non_amr_transport,,,,40395
hypothetical protein CBU_1015,,unknown,,,,40396
aquaglyceroporin,,non_amr_transport,,,,40397
hypothetical protein PA2230,,unknown,,,,40398
restriction of telomere capping 4 family protein,,unknown,,,,40399
hypothetical protein PA1604,,unknown,,,,40400
MULTISPECIES: methyl-accepting chemotaxis protein McpB,,non_amr_virulence,,,,40401
MULTISPECIES: plasmid pRiA4b ORF-3 family protein,,unknown,,,,40402
DNA-binding transcriptional regulator AraC,,unknown,,,,40403
adaptor protein controlling oligomerization of the AAA+ protein ClpC,,ambiguous,,,,40404
hypothetical protein PA5527,,unknown,,,,40405
cochaperonin GroES,,unknown,,,,40406
OzmP,,unknown,,,,40407
putative toluene tolerance protein,,non_amr_transport,,,,40408
MULTISPECIES: sulfate reduction electron transfer complex DsrMKJOP subunit DsrK,,unknown,,,,40409
"sensor domain-containing diguanylate cyclase, partial",,unknown,,,,40410
biopolymer transport protein,,non_amr_transport,,,,40411
RapZ C-terminal domain-containing protein,,unknown,,,,40412
hypothetical protein KPHS_03680,,unknown,,,,40413
Gp21 (plasmid),,unknown,,,,40414
molybdate ABC transporter ATPase,,non_amr_metal_resistance,,,,40415
"nucleoside triphosphate pyrophosphatase, partial",,unknown,,,,40416
type II secretion protein,,non_amr_transport,,,,40417
hypothetical protein BSU_05790,,unknown,,,,40418
MULTISPECIES: secondary cell wall polysaccharide O-acetyltransferase PatB1,,unknown,,,,40419
oxidoreductase FAD/FMN dependent,,unknown,,,,40420
MULTISPECIES: adenylate cyclase,,unknown,,,,40421
hypothetical protein SAOUHSC_01526,,unknown,,,,40422
"secretin and TonB N-terminal domain-containing protein, partial",,non_amr_transport,,,,40423
pyrimidine 5'-nucleotidase YjjG,,unknown,,,,40424
MULTISPECIES: sigmaE regulated sporulation protein,,unknown,,,,40425
chaperonin,,unknown,,,,40426
"MULTISPECIES: nitrogenase component 1, partial",,unknown,,,,40427
"bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase, partial",,unknown,,,,40428
PH domain-containing protein,,unknown,,,,40429
protein activator,,unknown,,,,40430
hypothetical protein PA5145,,unknown,,,,40431
benzylmalonyl-CoA dehydrogenase,,unknown,,,,40432
"activator-dependent family glycosyltransferase, partial",,unknown,,,,40433
MULTISPECIES: CdaR family transcriptional regulator,,unknown,,,,40434
putative electron transfer flavoprotein alpha subunit IfcC,,unknown,,,,40435
MULTISPECIES: transmembrane transport protein,,non_amr_transport,,,,40436
MULTISPECIES: putative N-acetylmannosamine-6-phosphate 2-epimerase,,unknown,,,,40437
phosphosugar isomerase,,unknown,,,,40438
N-acetyltransferase SnaA,,unknown,,,,40439
rubber dioxygenase RoxB,,unknown,,,,40440
nSTAND3 domain-containing NTPase,,unknown,,,,40441
MULTISPECIES: colanic acid biosynthesis pyruvyl transferase WcaK,,unknown,,,,40442
thiol,,unknown,,,,40443
translation initiation factor IF-3 C-terminal domain-containing protein,,unknown,,,,40444
hypothetical protein ECs_1058,,unknown,,,,40445
hypothetical protein Rv0185,,unknown,,,,40446
MULTISPECIES: LytR/AlgR family response regulator transcription factor,,unknown,,,,40447
MULTISPECIES: addiction module component,,unknown,,,,40448
nicotinate phosphoribosyltransferase,,unknown,,,,40449
dimethylamine monooxygenase subunit alpha,,unknown,,,,40450
hypothetical protein SAOUHSC_02256,,unknown,,,,40451
glutamyl-tRNAGlu reductase,,unknown,,,,40452
"envelope stress response protein PspG, partial",,ambiguous,,,,40453
allose-6-phosphate isomerase/ribose-5-phosphate isomerase B,,unknown,,,,40454
"sec-independent protein secretion pathway, component B",,non_amr_transport,,,,40455
MULTISPECIES: autotransporter serine protease,,non_amr_virulence,,,,40456
MULTISPECIES: phage protein Gp13 family protein,,unknown,,,,40457
cyanate transporter,,non_amr_transport,,,,40458
ornithine carbamoyltransferase subunit F,,unknown,,,,40459
"VpsR-related response regulator, partial",,unknown,,,,40460
"nitrogenase iron-iron protein, alpha chain",,unknown,,,,40461
MPN594 family protein,,unknown,,,,40462
"acetyl-CoA C-acetyltransferase, partial",,unknown,,,,40463
"RNA polymerase, omega subunit",,unknown,,,,40464
annexin A7,,unknown,,,,40465
peptidase dimerization domain-containing protein,,unknown,,,,40466
ATP synthase F1 complex subunit gamma,,unknown,,,,40467
type III secretion protein EpaR,,non_amr_virulence,,,,40468
MULTISPECIES: xanthine/proton symporter XanP,,non_amr_transport,,,,40469
hypothetical protein Cj0118,,unknown,,,,40470
"thioredoxin family protein, partial",,unknown,,,,40471
MBG domain-containing protein,,unknown,,,,40472
"phosphodiesterase, partial",,unknown,,,,40473
type I-E CRISPR-associated protein Cse1/CasA,,unknown,,,,40474
hypothetical protein ECs_1956,,unknown,,,,40475
DNA mismatch repair protein MutT,,unknown,,,,40476
molybdopterin synthase subunit MoaE,,unknown,,,,40477
"MULTISPECIES: phage recombination protein Bet, partial",,unknown,,,,40478
branched-chain amino acid transporter carrier protein BrnQ,,non_amr_transport,,,,40479
IS256-like element ISAar6 family transposase,,unknown,,,,40480
MULTISPECIES: protein secretion protein GspB,,non_amr_transport,,,,40481
MULTISPECIES: nitric-oxide reductase large subunit,,non_amr_virulence,,,,40482
putative FAD-dependent oxido-reductase,,unknown,,,,40483
MULTISPECIES: BREX-1 system protein BrxA,,unknown,,,,40484
"pyrimidine/purine nucleotide monophosphate nucleosidase domain-containing protein, partial",,unknown,,,,40485
branched-chain amino acid transport system II carrier protein,,non_amr_transport,,,,40486
"ribonuclease H, partial",,unknown,,,,40487
sulfite dehydrogenase subunit SoeB,,non_amr_metal_resistance,,,,40488
hypothetical protein PA4540,,unknown,,,,40489
hypothetical protein CCNA_00909,,unknown,,,,40490
hypothetical protein Rv2670c,,unknown,,,,40491
MULTISPECIES: magnesium-protoporphyrin IX monomethyl ester anaerobic oxidative cyclase,,unknown,,,,40492
CRISPR type III-associated protein Csm2,,unknown,,,,40493
hypothetical protein CBU_1269a,,unknown,,,,40494
hypothetical protein CT_160,,unknown,,,,40495
SPRY domain-containing protein,,unknown,,,,40496
magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase,,unknown,,,,40497
methyltransferase/helicase,,unknown,,,,40498
traC domain protein,,non_amr_transport,,,,40499
exosortase V,,unknown,,,,40500
urease accessory protein UreE C-terminal domain-containing protein,,unknown,,,,40501
MULTISPECIES: effector protein hopD2,,non_amr_virulence,,,,40502
MULTISPECIES: Imm71 family immunity protein,,unknown,,,,40503
FldZ protein,,unknown,,,,40504
MULTISPECIES: type-F conjugative transfer system pilin acetylase TraX,,non_amr_transport,,,,40505
hypothetical protein CCNA_03488,,unknown,,,,40506
ImuA protein,,unknown,,,,40507
outer membrane exchange protein TraB,,non_amr_transport,,,,40508
hypothetical protein CBU_1018,,unknown,,,,40509
ribosomal protein bL12,,unknown,,,,40510
formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase,,unknown,,,,40511
oligopeptide ABC transporter permease OppB,,non_amr_transport,,,,40512
FoF1 ATP synthase subunit c,,unknown,,,,40513
McbB family protein,,unknown,,,,40514
RNA-binding domain-containing protein,,unknown,,,,40515
putative ABC transporter membrane subunit YhdY,,non_amr_transport,,,,40516
dihydroorotate oxidase B catalytic subunit,,unknown,,,,40517
methionine aminotransferase,,unknown,,,,40518
"MULTISPECIES: ROK family transcriptional regulator, partial",,unknown,,,,40519
hypothetical protein CCNA_01048,,unknown,,,,40520
MULTISPECIES: Rpn family recombination-promoting nuclease/putative transposase,,unknown,,,,40521
MULTISPECIES: serine proteinase,,non_amr_virulence,,,,40522
"fumarate/nitrate reduction transcriptional regulator Fnr, partial",,unknown,,,,40523
MULTISPECIES: type IV pilus assembly protein PilM,,unknown,,,,40524
hypothetical protein CCNA_00129,,unknown,,,,40525
MULTISPECIES: cellulose synthase family protein,,unknown,,,,40526
polysaccharide lyase family 4 protein,,unknown,,,,40527
CESA-like glycosyltransferase,,unknown,,,,40528
hypothetical protein PA4714,,unknown,,,,40529
MULTISPECIES: hemolysin hemolytic protein,,non_amr_virulence,,,,40530
MULTISPECIES: two component system sensor histidine kinase PieS,,unknown,,,,40531
putative membrane-associated Zn-dependent protease,,unknown,,,,40532
"redox-regulated ATPase YchF, partial",,unknown,,,,40533
hypothetical protein CCNA_02053,,unknown,,,,40534
MULTISPECIES: bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,,unknown,,,,40535
"nitrate/nitrite transporter NrtS, partial",,non_amr_transport,,,,40536
flavin-binding monooxygenase-like family protein,,unknown,,,,40537
leucine-rich repeat adhesin HupY/LrrG,,non_amr_virulence,,,,40538
TIGR03986 family type III CRISPR-associated RAMP protein,,unknown,,,,40539
ABC transporter ATP-binding/permease,,non_amr_transport,,,,40540
hypothetical protein BDGL_003556,,unknown,,,,40541
head-tail joining protein,,unknown,,,,40542
"integration host factor (IHF), alpha subunit",,unknown,,,,40543
"phosphoribosyl-ATP pyrophosphatase, partial",,unknown,,,,40544
"SAR2788 family putative toxin, partial",,unknown,,,,40545
"DNA recombination protein RmuC, partial",,unknown,,,,40546
MULTISPECIES: spore coat protein C,,unknown,,,,40547
DNA ATP-dependent repair enzyme,,unknown,,,,40548
hypothetical protein Rv1434,,unknown,,,,40549
acyl-CoA thioesterase 2,,unknown,,,,40550
"tol-pal system-associated acyl-CoA thioesterase, partial",,unknown,,,,40551
bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase,,unknown,,,,40552
MULTISPECIES: LiaRS two-component regulatory system accessory protein LiaF,,unknown,,,,40553
hypothetical protein CCNA_01080,,unknown,,,,40554
MULTISPECIES: EcoAI/FtnUII family type I restriction enzme subunit R,,unknown,,,,40555
microcin H47,,antibiotic_resistance,,,,40556
MULTISPECIES: sugar transporter,,non_amr_transport,,,,40557
MULTISPECIES: ubiquitin-like domain-containing protein,,unknown,,,,40558
MULTISPECIES: ribosomal protein S5-alanine N-acetyltransferase,,unknown,,,,40559
putative glyoxylate utilization,,unknown,,,,40560
"putative substrate-binding protein (ABC superfamily, PerI-bind)",,non_amr_transport,,,,40561
hypothetical protein PA2373,,unknown,,,,40562
vanadium-dependent nitrogenase transcriptional regulator VnfA1,,unknown,,,,40563
"helix-turn-helix domain-containing GNAT family N-acetyltransferase, partial",,unknown,,,,40564
hypothetical protein PA1186,,unknown,,,,40565
putative acyl-CoA dehydrogenase,,unknown,,,,40566
"(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase, partial",,unknown,,,,40567
